SHIFR=
TLIVE=932.836
TREAL=932.836
SPECTRTXT=8192
2985	113
2986	112
2987	131
2988	143
2989	155
2990	149
2991	132
2992	157
2993	161
2994	161
2995	157
2996	167
2997	157
2998	154
2999	161
3000	163
3001	151
3002	141
3003	117
3004	118
3005	142
3006	111
3007	119
3008	137
3009	120
3010	136
3011	140
3012	136
3013	148
3014	156
3015	135
3016	135
3017	128
3018	127
3019	121
3020	127
3021	110
3022	129
3023	127
3024	152
3025	131
3026	140
3027	155
3028	166
3029	168
3030	155
3031	174
3032	157
3033	169
3034	165
3035	139
3036	145
3037	126
3038	112
3039	115
3040	125
3041	119
3042	132
3043	128
3044	135
3045	145
3046	145
3047	102
3048	146
3049	138
3050	135
3051	150
3052	143
3053	114
3054	120
3055	127
3056	140
3057	142
3058	119
3059	127
3060	145
3061	138
3062	161
3063	152
3064	134
3065	133
3066	137
3067	134
3068	132
3069	139
3070	127
3071	124
3072	116
3073	142
3074	149
3075	127
3076	151
3077	103
3078	152
3079	143
3080	146
3081	158
3082	141
3083	137
3084	133
3085	119
3086	125
3087	113
3088	101
3089	161
3090	139
3091	149
3092	155
3093	164
3094	162
3095	142
3096	125
3097	148
3098	128
3099	150
3100	158
3101	140
3102	141
3103	151
3104	138
3105	163
3106	132
3107	143
3108	138
3109	115
3110	122
3111	143
3112	129
3113	140
3114	133
3115	137
3116	159
3117	170
3118	166
3119	154
3120	147
3121	183
3122	165
3123	161
3124	182
3125	191
3126	162
3127	170
3128	172
3129	161
3130	153
3131	156
3132	125
3133	140
3134	165
3135	145
3136	141
3137	139
3138	147
3139	128
3140	138
3141	146
3142	120
3143	144
3144	105
3145	100
3146	116
3147	126
3148	135
3149	133
3150	146
3151	157
3152	167
3153	160
3154	136
3155	121
3156	127
3157	142
3158	144
3159	138
3160	158
3161	148
3162	129
3163	137
3164	126
3165	139
3166	140
3167	155
3168	169
3169	149
3170	164
3171	170
3172	146
3173	136
3174	134
3175	146
3176	166
3177	148
3178	165
3179	164
3180	148
3181	155
3182	140
3183	128
3184	127
3185	151
3186	177
3187	169
3188	155
3189	188
3190	148
3191	174
3192	168
3193	170
3194	167
3195	153
3196	168
3197	158
3198	167
3199	163
3200	147
3201	173
3202	144
3203	146
3204	149
3205	161
3206	146
3207	132
3208	150
3209	164
3210	158
3211	167
3212	149
3213	167
3214	155
3215	168
3216	186
3217	182
3218	180
3219	178
3220	155
3221	162
3222	143
3223	163
3224	148
3225	160
3226	153
3227	174
3228	136
3229	133
3230	144
3231	116
3232	141
3233	128
3234	156
3235	173
3236	153
3237	163
3238	179
3239	155
3240	160
3241	173
3242	147
3243	131
3244	151
3245	151
3246	134
3247	151
3248	131
3249	164
3250	176
3251	153
3252	149
3253	143
3254	148
3255	123
3256	143
3257	151
3258	151
3259	136
3260	170
3261	158
3262	160
3263	171
3264	171
3265	179
3266	150
3267	149
3268	153
3269	147
3270	149
3271	150
3272	136
3273	141
3274	153
3275	125
3276	168
3277	153
3278	161
3279	150
3280	162
3281	143
3282	146
3283	141
3284	165
3285	175
3286	179
3287	191
3288	153
3289	141
3290	133
3291	162
3292	128
3293	153
3294	175
3295	162
3296	149
3297	177
3298	170
3299	148
3300	160
3301	195
3302	170
3303	179
3304	175
3305	157
3306	193
3307	203
3308	185
3309	197
3310	175
3311	169
3312	171
3313	190
3314	190
3315	181
3316	190
3317	180
3318	213
3319	235
3320	209
3321	198
3322	220
3323	206
3324	171
3325	184
3326	187
3327	178
3328	190
3329	185
3330	173
3331	190
3332	192
3333	166
3334	168
3335	186
3336	208
3337	188
3338	202
3339	210
3340	193
3341	168
3342	163
3343	142
3344	176
3345	169
3346	202
3347	174
3348	201
3349	185
3350	178
3351	150
3352	184
3353	187
3354	178
3355	190
3356	190
3357	173
3358	195
3359	203
3360	183
3361	199
3362	179
3363	189
3364	164
3365	162
3366	184
3367	193
3368	154
3369	149
3370	156
3371	171
3372	191
3373	190
3374	195
3375	170
3376	178
3377	196
3378	213
3379	216
3380	230
3381	216
3382	207
3383	209
3384	194
3385	212
3386	182
3387	201
3388	202
3389	192
3390	186
3391	192
3392	173
3393	172
3394	136
3395	97
3396	105
3397	79
3398	67
3399	54
3400	63
3401	69
3402	79
3403	75
3404	69
3405	60
3406	58
3407	65
3408	64
3409	56
3410	78
3411	73
3412	84
3413	69
3414	80
3415	77
3416	73
3417	58
3418	80
3419	56
3420	57
3421	47
3422	57
3423	59
3424	70
3425	72
3426	51
3427	50
3428	55
3429	38
3430	57
3431	51
3432	54
3433	61
3434	64
3435	54
3436	61
3437	72
3438	75
3439	60
3440	58
3441	48
3442	38
3443	53
3444	53
3445	42
3446	59
3447	61
3448	59
3449	46
3450	67
3451	61
3452	52
3453	54
3454	41
3455	39
3456	42
3457	27
3458	33
3459	45
3460	47
3461	54
3462	39
3463	44
3464	37
3465	39
3466	46
3467	28
3468	40
3469	30
3470	42
3471	50
3472	52
3473	43
3474	42
3475	43
3476	60
3477	72
3478	56
3479	54
3480	56
3481	61
3482	56
3483	47
3484	59
3485	74
3486	60
3487	64
3488	72
3489	66
3490	60
3491	54
3492	52
3493	35
3494	39
3495	53
3496	45
3497	53
3498	50
3499	46
3500	55
3501	32
3502	45
3503	46
3504	48
3505	59
3506	37
3507	37
3508	45
3509	33
3510	35
3511	28
3512	41
3513	44
3514	44
3515	57
3516	58
3517	68
3518	55
3519	50
3520	57
3521	45
3522	40
3523	47
3524	30
3525	33
3526	43
3527	34
3528	32
3529	44
3530	26
3531	26
3532	38
3533	45
3534	32
3535	25
3536	37
3537	40
3538	25
3539	35
3540	37
3541	22
3542	37
3543	26
3544	24
3545	22
3546	22
3547	26
3548	25
3549	23
3550	30
3551	19
3552	14
3553	14
3554	19
3555	25
3556	21
3557	38
3558	28
3559	26
3560	38
3561	31
3562	33
3563	33
3564	32
3565	29
3566	23
3567	25
3568	36
3569	29
3570	46
3571	28
3572	32
3573	28
3574	32
3575	22
3576	27
3577	28
3578	25
3579	26
3580	22
3581	20
3582	24
3583	26
3584	29
3585	29
3586	33
3587	27
3588	24
3589	21
3590	20
3591	17
3592	21
3593	16
3594	13
3595	14
3596	18
3597	21
3598	24
3599	14
3600	27
3601	14
3602	13
3603	23
3604	22
3605	14
3606	26
3607	20
3608	13
3609	22
3610	16
3611	14
3612	11
3613	7
3614	17
3615	14
3616	14
3617	17
3618	26
3619	17
3620	18
3621	23
3622	17
3623	18
3624	21
3625	17
3626	15
3627	12
3628	17
3629	13
3630	17
3631	21
3632	12
3633	16
3634	19
3635	13
3636	26
3637	25
3638	26
3639	23
3640	28
3641	21
3642	27
3643	23
3644	16
3645	16
3646	20
3647	10
3648	17
3649	22
3650	23
3651	23
3652	27
3653	23
3654	21
3655	29
3656	11
3657	17
3658	15
3659	18
3660	16
3661	20
3662	18
3663	24
3664	21
3665	22
3666	25
3667	17
3668	25
3669	14
3670	19
3671	19
3672	22
3673	19
3674	18
3675	17
3676	12
3677	15
3678	16
3679	19
3680	9
3681	14
3682	23
3683	15
3684	14
3685	11
3686	21
3687	13
3688	15
3689	15
3690	22
3691	8
3692	7
3693	10
3694	9
3695	3
3696	6
3697	10
3698	8
3699	5
3700	12
3701	6
3702	5
3703	8
3704	12
3705	15
3706	12
3707	19
3708	11
3709	9
3710	11
3711	11
3712	15
3713	8
3714	9
3715	7
3716	12
3717	19
3718	20
3719	13
3720	20
3721	16
3722	13
3723	13
3724	7
3725	16
3726	11
3727	16
3728	15
3729	20
3730	11
3731	17
3732	17
3733	11
3734	14
3735	12
3736	14
3737	4
3738	16
3739	15
3740	16
3741	19
3742	17
3743	18
3744	24
3745	7
3746	6
3747	7
3748	6
3749	6
3750	7
3751	10
3752	10
3753	9
3754	12
3755	13
3756	14
3757	9
3758	10
3759	13
3760	12
3761	12
3762	11
3763	14
3764	6
3765	4
3766	2
3767	6
3768	9
3769	7
3770	11
3771	9
3772	12
3773	19
3774	8
3775	19
3776	12
3777	22
3778	7
3779	10
3780	10
3781	7
3782	4
3783	6
3784	5
3785	7
3786	7
3787	10
3788	8
3789	11
3790	8
3791	14
3792	8
3793	8
3794	2
3795	10
3796	14
3797	10
3798	12
3799	13
3800	16
3801	13
3802	12
3803	13
3804	12
3805	14
3806	17
3807	24
3808	15
3809	13
3810	10
3811	15
3812	18
3813	13
3814	5
3815	9
3816	9
3817	18
3818	11
3819	10
3820	15
3821	7
3822	13
3823	8
3824	8
3825	9
3826	11
3827	20
3828	8
3829	12
3830	7
3831	10
3832	11
3833	10
3834	12
3835	7
3836	12
3837	5
3838	13
3839	13
3840	19
3841	16
3842	9
3843	11
3844	10
3845	9
3846	4
3847	2
3848	5
3849	1
3850	2
3851	2
3852	3
3853	2
3854	4
3855	1
3856	4
3857	4
3858	6
3859	7
3860	4
3861	12
3862	5
3863	9
3864	7
3865	8
3866	12
3867	8
3868	10
3869	10
3870	4
3871	9
3872	8
3873	2
3874	5
3875	11
3876	6
3877	5
3878	4
3879	4
3880	7
3881	8
3882	10
3883	7
3884	5
3885	6
3886	7
3887	6
3888	5
3889	5
3890	9
3891	15
3892	15
3893	20
3894	16
3895	23
3896	31
3897	28
3898	33
3899	33
3900	23
3901	26
3902	21
3903	17
3904	13
3905	5
3906	12
3907	24
3908	37
3909	57
3910	81
3911	117
3912	102
3913	74
3914	77
3915	29
3916	28
3917	13
3918	8
3919	13
3920	6
3921	12
3922	7
3923	12
3924	10
3925	5
3926	4
3927	8
3928	5
3929	6
3930	6
3931	6
3932	8
3933	11
3934	12
3935	12
3936	5
3937	11
3938	8
3939	12
3940	11
3941	11
3942	11
3943	10
3944	9
3945	6
3946	12
3947	11
3948	5
3949	10
3950	7
3951	4
3952	9
3953	11
3954	7
3955	10
3956	8
3957	8
3958	5
3959	14
3960	9
3961	9
3962	15
3963	9
3964	11
3965	5
3966	3
3967	4
3968	3
3969	8
3970	5
3971	8
3972	4
3973	8
3974	4
3975	2
3976	3
3977	5
3978	7
3979	11
3980	3
3981	10
3982	11
3983	9
3984	39
3985	108
3986	296
3987	681
3988	1094
3989	1557
3990	1772
3991	1597
3992	1119
3993	631
3994	292
3995	102
3996	37
3997	8
3998	1
3999	1
4000	0
4001	0
4002	0
4003	0
4004	0
4005	0
4006	0
4007	0
4008	0
4009	0
4010	0
4011	0
4012	0
4013	0
4014	0
4015	0
4016	0
4017	0
4018	0
4019	0
4020	0
4021	0
4022	0
4023	0
4024	0
4025	0
4026	0
4027	0
4028	0
4029	0
4030	0
4031	0
4032	0
4033	0
4034	0
4035	0
4036	0
4037	0
4038	0
4039	0
4040	0
4041	0
4042	0
4043	0
4044	0
4045	0
4046	0
4047	0
4048	0
4049	0
4050	0
4051	0
4052	0
4053	0
4054	0
4055	0
4056	0
4057	0
4058	0
4059	0
4060	0
4061	0
4062	0
4063	0
4064	0
4065	0
4066	0
4067	0
4068	0
4069	0
4070	0
4071	0
4072	0
4073	0
4074	0
4075	0
4076	0
4077	0
4078	0
4079	0
4080	0
4081	0
4082	0
4083	0
4084	0
4085	0
4086	0
4087	0
4088	0
4089	0
4090	0
4091	0
4092	0
4093	0
4094	0
4095	0
4096	0
4097	0
4098	0
4099	0
4100	0
4101	0
4102	0
4103	0
4104	0
4105	0
4106	0
4107	0
4108	0
4109	0
4110	0
4111	0
4112	0
4113	0
4114	0
4115	0
4116	0
4117	0
4118	0
4119	0
4120	0
4121	0
4122	0
4123	0
4124	0
4125	0
4126	0
4127	0
4128	0
4129	0
4130	0
4131	0
4132	0
4133	0
4134	0
4135	0
4136	0
4137	0
4138	0
4139	0
4140	0
4141	0
4142	0
4143	0
4144	0
4145	0
4146	0
4147	0
4148	0
4149	0
4150	0
4151	0
4152	0
4153	0
4154	0
4155	0
4156	0
4157	0
4158	0
4159	0
4160	0
4161	0
4162	0
4163	0
4164	0
4165	0
4166	0
4167	0
4168	0
4169	0
4170	0
4171	0
4172	0
4173	0
4174	0
4175	0
4176	0
4177	0
4178	0
4179	0
4180	0
4181	0
4182	0
4183	0
4184	0
4185	0
4186	0
4187	0
4188	0
4189	0
4190	0
4191	0
4192	0
4193	0
4194	0
4195	0
4196	0
4197	0
4198	0
4199	0
4200	0
4201	0
4202	0
4203	0
4204	0
4205	0
4206	0
4207	0
4208	0
4209	0
4210	0
4211	0
4212	0
4213	0
4214	0
4215	0
4216	0
4217	0
4218	0
4219	0
4220	0
4221	0
4222	0
4223	0
4224	0
4225	0
4226	0
4227	0
4228	0
4229	0
4230	0
4231	0
4232	0
4233	0
4234	0
4235	0
4236	0
4237	0
4238	0
4239	0
4240	0
4241	0
4242	0
4243	0
4244	0
4245	0
4246	0
4247	0
4248	0
4249	0
4250	0
4251	0
4252	0
4253	0
4254	0
4255	0
4256	0
4257	0
4258	0
4259	0
4260	0
4261	0
4262	0
4263	0
4264	0
4265	0
4266	0
4267	0
4268	0
4269	0
4270	0
4271	0
4272	0
4273	0
4274	0
4275	0
4276	0
4277	0
4278	0
4279	0
4280	0
4281	0
4282	0
4283	0
4284	0
4285	0
4286	0
4287	0
4288	0
4289	0
4290	0
4291	0
4292	0
4293	0
4294	0
4295	0
4296	0
4297	0
4298	0
4299	0
4300	0
4301	0
4302	0
4303	0
4304	0
4305	0
4306	0
4307	0
4308	0
4309	0
4310	0
4311	0
4312	0
4313	0
4314	0
4315	0
4316	0
4317	0
4318	0
4319	0
4320	0
4321	0
4322	0
4323	0
4324	0
4325	0
4326	0
4327	0
4328	0
4329	0
4330	0
4331	0
4332	0
4333	0
4334	0
4335	0
4336	0
4337	0
4338	0
4339	0
4340	0
4341	0
4342	0
4343	0
4344	0
4345	0
4346	0
4347	0
4348	0
4349	0
4350	0
4351	0
4352	0
4353	0
4354	0
4355	0
4356	0
4357	0
4358	0
4359	0
4360	0
4361	0
4362	0
4363	0
4364	0
4365	0
4366	0
4367	0
4368	0
4369	0
4370	0
4371	0
4372	0
4373	0
4374	0
4375	0
4376	0
4377	0
4378	0
4379	0
4380	0
4381	0
4382	0
4383	0
4384	0
4385	0
4386	0
4387	0
4388	0
4389	0
4390	0
4391	0
4392	0
4393	0
4394	0
4395	0
4396	0
4397	0
4398	0
4399	0
4400	0
4401	0
4402	0
4403	0
4404	0
4405	0
4406	0
4407	0
4408	0
4409	0
4410	0
4411	0
4412	0
4413	0
4414	0
4415	0
4416	0
4417	0
4418	0
4419	0
4420	0
4421	0
4422	0
4423	0
4424	0
4425	0
4426	0
4427	0
4428	0
4429	0
4430	0
4431	0
4432	0
4433	0
4434	0
4435	0
4436	0
4437	0
4438	0
4439	0
4440	0
4441	0
4442	0
4443	0
4444	0
4445	0
4446	0
4447	0
4448	0
4449	0
4450	0
4451	0
4452	0
4453	0
4454	0
4455	0
4456	0
4457	0
4458	0
4459	0
4460	0
4461	0
4462	0
4463	0
4464	0
4465	0
4466	0
4467	0
4468	0
4469	0
4470	0
4471	0
4472	0
4473	0
4474	0
4475	0
4476	0
4477	0
4478	0
4479	0
4480	0
4481	0
4482	0
4483	0
4484	0
4485	0
4486	0
4487	0
4488	0
4489	0
4490	0
4491	0
4492	0
4493	0
4494	0
4495	0
4496	0
4497	0
4498	0
4499	0
4500	0
4501	0
4502	0
4503	0
4504	0
4505	0
4506	0
4507	0
4508	0
4509	0
4510	0
4511	0
4512	0
4513	0
4514	0
4515	0
4516	0
4517	0
4518	0
4519	0
4520	0
4521	0
4522	0
4523	0
4524	0
4525	0
4526	0
4527	0
4528	0
4529	0
4530	0
4531	0
4532	0
4533	0
4534	0
4535	0
4536	0
4537	0
4538	0
4539	0
4540	0
4541	0
4542	0
4543	0
4544	0
4545	0
4546	0
4547	0
4548	0
4549	0
4550	0
4551	0
4552	0
4553	0
4554	0
4555	0
4556	0
4557	0
4558	0
4559	0
4560	0
4561	0
4562	0
4563	0
4564	0
4565	0
4566	0
4567	0
4568	0
4569	0
4570	0
4571	0
4572	0
4573	0
4574	0
4575	0
4576	0
4577	0
4578	0
4579	0
4580	0
4581	0
4582	0
4583	0
4584	0
4585	0
4586	0
4587	0
4588	0
4589	0
4590	0
4591	0
4592	0
4593	0
4594	0
4595	0
4596	0
4597	0
4598	0
4599	0
4600	0
4601	0
4602	0
4603	0
4604	0
4605	0
4606	0
4607	0
4608	0
4609	0
4610	0
4611	0
4612	0
4613	0
4614	0
4615	0
4616	0
4617	0
4618	0
4619	0
4620	0
4621	0
4622	0
4623	0
4624	0
4625	0
4626	0
4627	0
4628	0
4629	0
4630	0
4631	0
4632	0
4633	0
4634	0
4635	0
4636	0
4637	0
4638	0
4639	0
4640	0
4641	0
4642	0
4643	0
4644	0
4645	0
4646	0
4647	0
4648	0
4649	0
4650	0
4651	0
4652	0
4653	0
4654	0
4655	0
4656	0
4657	0
4658	0
4659	0
4660	0
4661	0
4662	0
4663	0
4664	0
4665	0
4666	0
4667	0
4668	0
4669	0
4670	0
4671	0
4672	0
4673	0
4674	0
4675	0
4676	0
4677	0
4678	0
4679	0
4680	0
4681	0
4682	0
4683	0
4684	0
4685	0
4686	0
4687	0
4688	0
4689	0
4690	0
4691	0
4692	0
4693	0
4694	0
4695	0
4696	0
4697	0
4698	0
4699	0
4700	0
4701	0
4702	0
4703	0
4704	0
4705	0
4706	0
4707	0
4708	0
4709	0
4710	0
4711	0
4712	0
4713	0
4714	0
4715	0
4716	0
4717	0
4718	0
4719	0
4720	0
4721	0
4722	0
4723	0
4724	0
4725	0
4726	0
4727	0
4728	0
4729	0
4730	0
4731	0
4732	0
4733	0
4734	0
4735	0
4736	0
4737	0
4738	0
4739	0
4740	0
4741	0
4742	0
4743	0
4744	0
4745	0
4746	0
4747	0
4748	0
4749	0
4750	0
4751	0
4752	0
4753	0
4754	0
4755	0
4756	0
4757	0
4758	0
4759	0
4760	0
4761	0
4762	0
4763	0
4764	0
4765	0
4766	0
4767	0
4768	0
4769	0
4770	0
4771	0
4772	0
4773	0
4774	0
4775	0
4776	0
4777	0
4778	0
4779	0
4780	0
4781	0
4782	0
4783	0
4784	0
4785	0
4786	0
4787	0
4788	0
4789	0
4790	0
4791	0
4792	0
4793	0
4794	0
4795	0
4796	0
4797	0
4798	0
4799	0
4800	0
4801	0
4802	0
4803	0
4804	0
4805	0
4806	0
4807	0
4808	0
4809	0
4810	0
4811	0
4812	0
4813	0
4814	0
4815	0
4816	0
4817	0
4818	0
4819	0
4820	0
4821	0
4822	0
4823	0
4824	0
4825	0
4826	0
4827	0
4828	0
4829	0
4830	0
4831	0
4832	0
4833	0
4834	0
4835	0
4836	0
4837	0
4838	0
4839	0
4840	0
4841	0
4842	0
4843	0
4844	0
4845	0
4846	0
4847	0
4848	0
4849	0
4850	0
4851	0
4852	0
4853	0
4854	0
4855	0
4856	0
4857	0
4858	0
4859	0
4860	0
4861	0
4862	0
4863	0
4864	0
4865	0
4866	0
4867	0
4868	0
4869	0
4870	0
4871	0
4872	0
4873	0
4874	0
4875	0
4876	0
4877	0
4878	0
4879	0
4880	0
4881	0
4882	0
4883	0
4884	0
4885	0
4886	0
4887	0
4888	0
4889	0
4890	0
4891	0
4892	0
4893	0
4894	0
4895	0
4896	0
4897	0
4898	0
4899	0
4900	0
4901	0
4902	0
4903	0
4904	0
4905	0
4906	0
4907	0
4908	0
4909	0
4910	0
4911	0
4912	0
4913	0
4914	0
4915	0
4916	0
4917	0
4918	0
4919	0
4920	0
4921	0
4922	0
4923	0
4924	0
4925	0
4926	0
4927	0
4928	0
4929	0
4930	0
4931	0
4932	0
4933	0
4934	0
4935	0
4936	0
4937	0
4938	0
4939	0
4940	0
4941	0
4942	0
4943	0
4944	0
4945	0
4946	0
4947	0
4948	0
4949	0
4950	0
4951	0
4952	0
4953	0
4954	0
4955	0
4956	0
4957	0
4958	0
4959	0
4960	0
4961	0
4962	0
4963	0
4964	0
4965	0
4966	0
4967	0
4968	0
4969	0
4970	0
4971	0
4972	0
4973	0
4974	0
4975	0
4976	0
4977	0
4978	0
4979	0
4980	0
4981	0
4982	0
4983	0
4984	0
4985	0
4986	0
4987	0
4988	0
4989	0
4990	0
4991	0
4992	0
4993	0
4994	0
4995	0
4996	0
4997	0
4998	0
4999	0
5000	0
5001	0
5002	0
5003	0
5004	0
5005	0
5006	0
5007	0
5008	0
5009	0
5010	0
5011	0
5012	0
5013	0
5014	0
5015	0
5016	0
5017	0
5018	0
5019	0
5020	0
5021	0
5022	0
5023	0
5024	0
5025	0
5026	0
5027	0
5028	0
5029	0
5030	0
5031	0
5032	0
5033	0
5034	0
5035	0
5036	0
5037	0
5038	0
5039	0
5040	0
5041	0
5042	0
5043	0
5044	0
5045	0
5046	0
5047	0
5048	0
5049	0
5050	0
5051	0
5052	0
5053	0
5054	0
5055	0
5056	0
5057	0
5058	0
5059	0
5060	0
5061	0
5062	0
5063	0
5064	0
5065	0
5066	0
5067	0
5068	0
5069	0
5070	0
5071	0
5072	0
5073	0
5074	0
5075	0
5076	0
5077	0
5078	0
5079	0
5080	0
5081	0
5082	0
5083	0
5084	0
5085	0
5086	0
5087	0
5088	0
5089	0
5090	0
5091	0
5092	0
5093	0
5094	0
5095	0
5096	0
5097	0
5098	0
5099	0
5100	0
5101	0
5102	0
5103	0
5104	0
5105	0
5106	0
5107	0
5108	0
5109	0
5110	0
5111	0
5112	0
5113	0
5114	0
5115	0
5116	0
5117	0
5118	0
5119	0
5120	0
5121	0
5122	0
5123	0
5124	0
5125	0
5126	0
5127	0
5128	0
5129	0
5130	0
5131	0
5132	0
5133	0
5134	0
5135	0
5136	0
5137	0
5138	0
5139	0
5140	0
5141	0
5142	0
5143	0
5144	0
5145	0
5146	0
5147	0
5148	0
5149	0
5150	0
5151	0
5152	0
5153	0
5154	0
5155	0
5156	0
5157	0
5158	0
5159	0
5160	0
5161	0
5162	0
5163	0
5164	0
5165	0
5166	0
5167	0
5168	0
5169	0
5170	0
5171	0
5172	0
5173	0
5174	0
5175	0
5176	0
5177	0
5178	0
5179	0
5180	0
5181	0
5182	0
5183	0
5184	0
5185	0
5186	0
5187	0
5188	0
5189	0
5190	0
5191	0
5192	0
5193	0
5194	0
5195	0
5196	0
5197	0
5198	0
5199	0
5200	0
5201	0
5202	0
5203	0
5204	0
5205	0
5206	0
5207	0
5208	0
5209	0
5210	0
5211	0
5212	0
5213	0
5214	0
5215	0
5216	0
5217	0
5218	0
5219	0
5220	0
5221	0
5222	0
5223	0
5224	0
5225	0
5226	0
5227	0
5228	0
5229	0
5230	0
5231	0
5232	0
5233	0
5234	0
5235	0
5236	0
5237	0
5238	0
5239	0
5240	0
5241	0
5242	0
5243	0
5244	0
5245	0
5246	0
5247	0
5248	0
5249	0
5250	0
5251	0
5252	0
5253	0
5254	0
5255	0
5256	0
5257	0
5258	0
5259	0
5260	0
5261	0
5262	0
5263	0
5264	0
5265	0
5266	0
5267	0
5268	0
5269	0
5270	0
5271	0
5272	0
5273	0
5274	0
5275	0
5276	0
5277	0
5278	0
5279	0
5280	0
5281	0
5282	0
5283	0
5284	0
5285	0
5286	0
5287	0
5288	0
5289	0
5290	0
5291	0
5292	0
5293	0
5294	0
5295	0
5296	0
5297	0
5298	0
5299	0
5300	0
5301	0
5302	0
5303	0
5304	0
5305	0
5306	0
5307	0
5308	0
5309	0
5310	0
5311	0
5312	0
5313	0
5314	0
5315	0
5316	0
5317	0
5318	0
5319	0
5320	0
5321	0
5322	0
5323	0
5324	0
5325	0
5326	0
5327	0
5328	0
5329	0
5330	0
5331	0
5332	0
5333	0
5334	0
5335	0
5336	0
5337	0
5338	0
5339	0
5340	0
5341	0
5342	0
5343	0
5344	0
5345	0
5346	0
5347	0
5348	0
5349	0
5350	0
5351	0
5352	0
5353	0
5354	0
5355	0
5356	0
5357	0
5358	0
5359	0
5360	0
5361	0
5362	0
5363	0
5364	0
5365	0
5366	0
5367	0
5368	0
5369	0
5370	0
5371	0
5372	0
5373	0
5374	0
5375	0
5376	0
5377	0
5378	0
5379	0
5380	0
5381	0
5382	0
5383	0
5384	0
5385	0
5386	0
5387	0
5388	0
5389	0
5390	0
5391	0
5392	0
5393	0
5394	0
5395	0
5396	0
5397	0
5398	0
5399	0
5400	0
5401	0
5402	0
5403	0
5404	0
5405	0
5406	0
5407	0
5408	0
5409	0
5410	0
5411	0
5412	0
5413	0
5414	0
5415	0
5416	0
5417	0
5418	0
5419	0
5420	0
5421	0
5422	0
5423	0
5424	0
5425	0
5426	0
5427	0
5428	0
5429	0
5430	0
5431	0
5432	0
5433	0
5434	0
5435	0
5436	0
5437	0
5438	0
5439	0
5440	0
5441	0
5442	0
5443	0
5444	0
5445	0
5446	0
5447	0
5448	0
5449	0
5450	0
5451	0
5452	0
5453	0
5454	0
5455	0
5456	0
5457	0
5458	0
5459	0
5460	0
5461	0
5462	0
5463	0
5464	0
5465	0
5466	0
5467	0
5468	0
5469	0
5470	0
5471	0
5472	0
5473	0
5474	0
5475	0
5476	0
5477	0
5478	0
5479	0
5480	0
5481	0
5482	0
5483	0
5484	0
5485	0
5486	0
5487	0
5488	0
5489	0
5490	0
5491	0
5492	0
5493	0
5494	0
5495	0
5496	0
5497	0
5498	0
5499	0
5500	0
5501	0
5502	0
5503	0
5504	0
5505	0
5506	0
5507	0
5508	0
5509	0
5510	0
5511	0
5512	0
5513	0
5514	0
5515	0
5516	0
5517	0
5518	0
5519	0
5520	0
5521	0
5522	0
5523	0
5524	0
5525	0
5526	0
5527	0
5528	0
5529	0
5530	0
5531	0
5532	0
5533	0
5534	0
5535	0
5536	0
5537	0
5538	0
5539	0
5540	0
5541	0
5542	0
5543	0
5544	0
5545	0
5546	0
5547	0
5548	0
5549	0
5550	0
5551	0
5552	0
5553	0
5554	0
5555	0
5556	0
5557	0
5558	0
5559	0
5560	0
5561	0
5562	0
5563	0
5564	0
5565	0
5566	0
5567	0
5568	0
5569	0
5570	0
5571	0
5572	0
5573	0
5574	0
5575	0
5576	0
5577	0
5578	0
5579	0
5580	0
5581	0
5582	0
5583	0
5584	0
5585	0
5586	0
5587	0
5588	0
5589	0
5590	0
5591	0
5592	0
5593	0
5594	0
5595	0
5596	0
5597	0
5598	0
5599	0
5600	0
5601	0
5602	0
5603	0
5604	0
5605	0
5606	0
5607	0
5608	0
5609	0
5610	0
5611	0
5612	0
5613	0
5614	0
5615	0
5616	0
5617	0
5618	0
5619	0
5620	0
5621	0
5622	0
5623	0
5624	0
5625	0
5626	0
5627	0
5628	0
5629	0
5630	0
5631	0
5632	0
5633	0
5634	0
5635	0
5636	0
5637	0
5638	0
5639	0
5640	0
5641	0
5642	0
5643	0
5644	0
5645	0
5646	0
5647	0
5648	0
5649	0
5650	0
5651	0
5652	0
5653	0
5654	0
5655	0
5656	0
5657	0
5658	0
5659	0
5660	0
5661	0
5662	0
5663	0
5664	0
5665	0
5666	0
5667	0
5668	0
5669	0
5670	0
5671	0
5672	0
5673	0
5674	0
5675	0
5676	0
5677	0
5678	0
5679	0
5680	0
5681	0
5682	0
5683	0
5684	0
5685	0
5686	0
5687	0
5688	0
5689	0
5690	0
5691	0
5692	0
5693	0
5694	0
5695	0
5696	0
5697	0
5698	0
5699	0
5700	0
5701	0
5702	0
5703	0
5704	0
5705	0
5706	0
5707	0
5708	0
5709	0
5710	0
5711	0
5712	0
5713	0
5714	0
5715	0
5716	0
5717	0
5718	0
5719	0
5720	0
5721	0
5722	0
5723	0
5724	0
5725	0
5726	0
5727	0
5728	0
5729	0
5730	0
5731	0
5732	0
5733	0
5734	0
5735	0
5736	0
5737	0
5738	0
5739	0
5740	0
5741	0
5742	0
5743	0
5744	0
5745	0
5746	0
5747	0
5748	0
5749	0
5750	0
5751	0
5752	0
5753	0
5754	0
5755	0
5756	0
5757	0
5758	0
5759	0
5760	0
5761	0
5762	0
5763	0
5764	0
5765	0
5766	0
5767	0
5768	0
5769	0
5770	0
5771	0
5772	0
5773	0
5774	0
5775	0
